longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,school_quality_index,distance_to_highway,property_tax_rate,climate_zone
-96.02911146876485,48.88832573664428,13,366,1232,3024,2358,92788.94583671042,166370.03887571595,6.907472734462905,6.468018168552679,1.9502981976905376,Cold Continental
-96.74956377027665,44.73083784289204,10,3361,1199,9777,2755,88678.93971936831,142638.49856168494,5.816371003123153,8.252781872462855,0.941931779457809,Humid Continental
-92.28912962999074,44.644126323982,77,2728,641,2979,5609,39295.27652203568,94004.82764877005,1.7382131669032377,4.19905077958897,1.908647853314021,Cold Continental
-97.09321177777535,43.71929800708857,36,4453,1437,10385,2542,92479.67148919932,161562.86095987906,1.314453217653896,4.6111790861654995,1.9362008060921674,Humid Continental
-92.73095046606699,46.33240167066,45,7726,1097,11007,3151,92821.50492128122,185345.5703711271,9.907807720684012,19.788208437314182,1.475183600114161,Cold Continental
-89.96620411688534,46.889046799575695,12,641,1240,5654,1438,78088.21564994627,380067.23312822246,1.270191989341647,9.679841155035378,0.8802344340146816,Cold Continental
-92.81130141256814,43.89425183657011,76,5549,967,1278,1173,109228.94255986976,191065.1235800442,5.000754277451437,10.956279996207586,1.044425791746061,Cold Continental
-94.27227457558912,48.153165700170064,54,3074,2166,13281,4927,56020.31247396416,99439.5747754896,5.54157122146926,14.891831692613597,1.7903967852267053,Cold Continental
-92.28235189614965,46.21973300848816,66,5591,531,10277,4165,105301.79585934813,470244.4389311448,2.055521330204005,14.782372029273535,1.7964891229873294,Humid Continental
-93.72562745416617,46.64634161596548,66,3117,839,1992,5886,103178.48919652028,258174.0224618247,2.5215560059574464,1.7776841008959507,2.0576973852347313,Humid Continental
-93.0441890433357,46.14457648162937,11,2961,1473,14578,1250,30918.45277995023,252700.47582713762,4.166245057693173,20.805365579807873,1.615760605176416,Cold Continental
-89.95657449154311,45.90457836525196,79,1532,282,1160,3901,66009.32211798488,229140.35341724622,7.855082885922964,4.515431175276091,0.9737503147992884,Humid Continental
-94.28839942515395,46.857841987849305,8,4174,2260,1848,2980,108168.33864412586,538671.7074873536,5.5637418165424,18.104483737636755,0.969980867706961,Humid Continental
-89.80271360217347,44.43144147558427,10,2701,1306,14115,1788,38249.70899264606,168253.09196226948,6.741116870976654,19.339507604391347,1.8095853002995532,Cold Continental
-90.2382649927427,44.59156878297163,62,1794,2628,9991,4078,73822.77555066557,503189.5094184882,9.866570995816073,17.90099839887371,1.0572985311510616,Cold Continental
-95.77282914864348,48.670713726081104,26,6217,1269,12632,2568,108316.60056328833,447329.53278434847,7.912048917818887,14.516543399198214,1.2597396994632475,Humid Continental
-96.75898185317371,49.1766927728018,30,4511,930,10678,5989,74439.63392846881,125180.77952968402,4.909253483270959,0.4637640280111832,1.4820968096906797,Humid Continental
-96.51393158925607,45.73985589767852,7,7731,1751,8351,636,45185.224237772476,543895.3866903904,5.017977296168938,9.07334975984295,0.8346708286066117,Humid Continental
-97.15786975991792,45.12446803886132,45,961,1236,7656,3028,76574.65840740717,214828.34322794486,6.568948693369045,15.16050179112827,1.1483466378279048,Humid Continental
-96.56334490610375,47.36399725943409,64,4183,2910,2544,1756,46355.24591596375,135348.1464303097,6.9882868757701395,9.747537268471213,1.3710454519101922,Cold Continental
-91.97254716735242,45.95240502658858,18,5861,575,7868,5372,71576.34103155874,471484.54769784934,5.506398332530042,21.600649383329046,1.1914908458904887,Cold Continental
-96.74472854201021,43.65231813396207,79,3919,2910,4016,4058,35923.377432987836,415070.7454917419,6.803751005334819,7.789176656205422,0.9909184584545923,Humid Continental
-94.81199008370866,44.436915584197145,16,6896,1426,14716,1504,78438.61353715237,373920.65070383437,1.211792449726889,7.409016332220644,1.8192171609146766,Cold Continental
-90.70997257443825,47.795833373084385,16,2168,1070,14135,2584,71343.19513025266,161751.19730150927,4.866605775071597,6.723342558007182,1.938406717235179,Humid Continental
-97.11847890126056,47.453543651460905,17,7944,1119,9750,382,89212.90950091704,310108.2134777425,3.5104426846612906,8.386243637123806,1.160470566601215,Humid Continental
-90.9471458358063,43.6625759550209,29,2634,1241,9668,5765,80456.03769270281,449055.77236811834,2.1625700071879934,13.979383611423259,1.8841872924488248,Cold Continental
-95.10153275676748,44.8318329715977,49,3674,1936,5077,5775,73968.50148246053,229667.01154616653,1.8959186152789762,17.704680827387513,1.3397749901618394,Humid Continental
-96.37831434455107,44.88644877952843,23,1316,260,1227,1789,85182.30793984969,233377.32111691908,6.428729490532008,16.59794115169575,1.509360107195604,Humid Continental
-91.86545011015963,47.53135646159237,59,4706,2548,11219,1787,41515.353085778464,91444.81678213617,5.712404924373505,20.212173717538843,1.998401504850414,Cold Continental
-92.3942457951169,43.61826322652618,49,507,297,11828,859,77628.77290068832,170151.9647568746,3.2822570529673225,22.15925848788588,1.849935154523371,Cold Continental
-90.45571829448899,44.12465149190744,12,2965,1383,13819,359,43768.848225822214,492686.58755604376,5.23855052895263,20.420368154349447,1.9271635918426488,Humid Continental
-91.56644585832969,48.29949651223914,57,2793,759,7968,4153,104041.77662815047,293203.38615334523,5.430090836641675,0.5717405440214289,0.9915832332208996,Humid Continental
-91.03284874299818,44.571267972326,59,7113,1875,842,1211,35466.728387648334,542747.8696478396,2.755080823947542,18.42435704344452,0.8976071961672213,Cold Continental
-95.10013033394381,47.416476647111246,36,932,1170,1947,252,64429.97997526346,272025.6632439446,6.868837556934856,5.289149383096457,2.050766620723182,Humid Continental
-95.91597155851817,44.92909668628036,55,2402,2110,11071,5341,85663.79821243559,418985.769198911,8.028274207474814,3.409908263428768,1.3429679773995322,Humid Continental
-91.44520493720131,44.096648356556074,48,3259,498,7081,5349,66641.7769334607,219682.75973617542,8.12317186800567,15.998370741498473,1.2030315492975532,Cold Continental
-91.00668903371535,44.95903314599673,74,3383,1833,12351,2507,37367.62025863219,257352.4349248294,6.422228476331096,8.061605565651602,1.8145747559665544,Cold Continental
-89.57405989239474,47.833601591133956,22,5052,1682,6817,1428,74270.32129013659,177733.95429181153,5.6047472426711265,1.5222173679240372,1.9709818352117994,Cold Continental
-94.08158212009087,48.634178808637714,26,5819,2225,1026,5790,81330.55270618836,249648.68950972168,1.549064287048554,3.5269803865191975,2.0074854706576213,Cold Continental
-94.39825893081628,48.48131918740195,41,2231,2271,10588,5785,86303.38487924062,341729.25939349586,3.5904816896644527,0.12314248006203049,1.2423959975753185,Cold Continental
-91.24397890621242,45.88310117771073,60,4019,174,13446,1235,59860.78515702071,546215.5252504547,1.839443021003529,22.59026832088321,1.9930973476823437,Cold Continental
-94.64173238602646,47.508510819423876,63,7423,2284,10765,3902,75092.79768230097,395532.7880130214,9.674408447906263,0.7129877976468408,0.8573075221240836,Humid Continental
-90.04009286029219,44.729905772494924,7,2862,701,13607,4245,66054.91799511305,181653.13902782445,2.2157213160318463,5.315448660786824,0.8695260880436064,Humid Continental
-90.6043805356245,45.25888638156608,32,1979,936,7248,5145,83764.48310018028,110682.26313211353,2.3659786886599186,10.464943239128893,1.6729268732438163,Cold Continental
-93.95384658647485,48.87801491112672,78,536,1628,905,4649,76684.55738598548,148123.98140467488,9.006189564974429,8.978626016175394,0.8883489167617648,Cold Continental
-91.44320567122632,43.57801154106441,39,7746,599,8486,5394,72060.49756473079,348775.3925856018,9.49535455128812,22.801974335128115,1.2544528359142262,Humid Continental
-91.41456558213947,44.013051185126805,65,4743,1696,10265,5760,49961.94934705989,441973.75125571253,7.8924613531141885,1.1031947487900986,1.7418583807456938,Humid Continental
-96.49563382307973,44.74731753087617,58,7070,237,14599,5286,30161.481419858712,522592.83535834355,1.0486443130540288,12.854146221158583,1.272173654475917,Humid Continental
-90.26008732789938,43.659193223242916,67,7571,2197,13292,1464,43926.53402491434,97278.65911853757,1.0121164386090733,17.043938616856913,1.0514396940161344,Cold Continental
-93.35903149490672,44.58861261053878,11,5025,1894,4240,2084,39365.28331393349,330469.6651184601,4.402906928087057,23.299279544661104,1.1938908705953784,Cold Continental
-90.85363176435962,46.998249365818154,53,1840,1072,12966,2009,65926.77960087574,306598.9838626613,2.290558330098033,15.547244177880652,1.4406054651506046,Humid Continental
-94.80361311196123,46.02854730355499,35,6399,1742,12919,3367,78980.65206094757,391785.3101088238,1.1654752793643754,20.113505376692892,1.4655401974976754,Cold Continental
-90.31491881772963,48.85603026646185,62,4243,1985,2346,3997,47046.80069478466,347406.27305405727,5.176600204640542,2.1847509523491753,1.896200323886083,Cold Continental
-94.26422690587353,48.404661370430645,65,5667,2401,1978,2541,105124.56767737497,406038.00926794106,9.487557076662744,9.70989382232949,1.8502145212041177,Cold Continental
-97.21546631845366,45.550904110187254,28,663,2128,11087,3614,30534.570337911024,392717.98898462753,3.9143761741218825,9.411283648528778,1.4395449263785893,Humid Continental
-90.23802058392974,45.05654060058775,24,2668,2857,1271,5407,91784.08121322743,143825.39343465524,6.950266105858269,22.16857658974737,1.98393428873828,Humid Continental
-96.58796392106815,45.7781544490036,41,585,2000,6025,1017,80016.38156243539,457870.240264611,6.870118178191967,3.8691421644555457,0.9599319940279543,Cold Continental
-94.80935362679476,47.04176965508885,8,448,2710,14911,2637,59884.384083814555,146686.98482950943,3.25972093298651,3.8819656911820934,1.1574946903204621,Cold Continental
-89.88951665700372,45.108381844937256,24,5503,2904,9270,1088,34039.11555299263,411324.0875962031,6.853827239414779,8.281097932156381,1.9591670489031523,Cold Continental
-89.88526425388706,47.2448934470948,64,4337,1549,11593,5476,80198.92574274234,281426.86911467905,2.9110057685820214,1.4562045794342557,1.3291916540766144,Cold Continental
-92.82718447263836,45.956469913147444,28,6849,646,14303,867,60849.08102925184,326371.337905235,2.0980667221920015,4.643205212247001,2.1736541823113793,Cold Continental
-92.37166974507556,46.81228308511188,54,7421,1021,693,4928,104901.37115305754,505517.08661282685,7.312449570037211,24.133719999788806,1.4527545941389697,Humid Continental
-93.8021249285691,46.116759174811904,53,4851,680,2507,2824,73359.20599118128,499346.5141778038,2.0209673539352506,10.761780102692603,1.90870987214927,Cold Continental
-95.0129559807551,45.26679455725151,55,2066,1472,1685,5938,105172.12090348065,466213.90060131357,9.972182967304198,15.837278289718666,1.3632298579353208,Cold Continental
-94.73641654611465,49.19071984177294,40,5195,2056,2894,4432,47638.69547786433,324668.2550099087,2.651071610352064,18.18017035768146,1.3949349266874027,Cold Continental
-92.0543560425991,48.081634764958565,70,5580,2103,11690,5993,88058.07282912827,428670.3126615632,6.347276764808118,9.237339034479291,1.3360364061978571,Humid Continental
-91.4314786703861,44.340679054598716,38,1312,2196,14172,4723,79379.92166789804,325932.6455386523,4.702371142713305,3.7659541528218723,1.8067058687151365,Humid Continental
-91.12568345893838,48.71080785538748,40,3131,803,10484,5771,89152.65838650495,490018.7979383976,2.137477801651004,5.243867303922342,1.5665250376839923,Cold Continental
-91.14097848620248,46.42458718949708,10,2807,2408,9802,1018,47173.42911780294,275276.88328713394,1.2505951681967207,7.900335266857197,2.121289355915717,Humid Continental
-96.5885923962202,48.86731336136455,43,1823,2503,4505,2388,83199.56129902191,536308.2584308432,6.6045905406355,15.938103666770418,1.1512464431477467,Humid Continental
-93.44352162331987,48.29913153568389,46,3085,1725,7929,1306,69843.23144454951,518868.4687852837,8.260818074102135,10.017185672317455,0.9407878249168221,Humid Continental
-96.85104167187018,46.0512810268154,62,2856,737,2761,2424,89425.9979925053,431137.20494782133,8.578140953560697,0.26968597771319014,1.3505660791389014,Humid Continental
-93.01367471787486,43.634815849920706,16,4025,2890,4236,397,56163.57153214542,218531.30672099313,5.34442125769241,13.132838908180048,1.6633977907054867,Humid Continental
-93.85606208928766,45.11206415630968,7,4876,1109,12485,2871,101204.56203722021,150560.65084489886,7.99709920464147,23.045683458494704,2.005118511681693,Humid Continental
-90.37590737448527,46.7498052879652,22,6082,740,10628,3692,36744.105168908034,483163.5870428708,7.055624201396903,20.32073251411611,1.2846756413524587,Cold Continental
-94.56286290209378,47.300869318956885,44,6557,2939,7216,2648,94575.14550329505,166039.05162346218,7.518290747492199,20.647763144364813,1.7153014515742464,Humid Continental
-96.38687727186468,45.047326112599215,25,7192,2759,5375,670,98905.57006520727,482959.96293877444,5.433391046996327,19.896944638392664,1.2902781534325067,Humid Continental
-96.18466487998788,44.336136444436946,19,1901,1961,13049,2148,95380.1849093457,315751.9030876858,6.700705662179144,8.160897557699549,1.6641074161922416,Cold Continental
-91.36021707260372,48.5095814207958,30,2708,2956,9421,5224,71018.11154094207,277016.12055172794,8.249733222184513,19.15332646048436,2.0387311258429115,Cold Continental
-92.47789910613317,49.40641308422131,12,640,1305,4878,4099,65070.7984024609,505467.7582638374,4.580957580013207,3.6647178094987054,1.1239006991631726,Cold Continental
-96.51124312624223,46.654141093816115,46,3117,785,8315,2210,109700.98292199014,367771.45196852786,8.253810107808253,16.477132067171244,1.365938298949855,Cold Continental
-96.64396691230301,44.53007571508982,48,6406,1951,14278,4000,48333.756097132966,355242.4432796702,6.3281515851015655,16.07505731045636,2.1905712750016453,Humid Continental
-91.83244077461886,45.13384395911621,18,7204,287,3951,5201,73750.07727008357,347032.3345272229,2.493109219337076,0.7366879973343932,2.015979839549245,Humid Continental
-96.7324485503593,43.6103440592848,6,7412,1719,13149,4318,83654.04203058605,260737.97736898446,1.2221574150212615,19.720456326414197,1.5904958010546828,Humid Continental
-90.88949153753522,48.98579283936299,41,2796,1787,8116,3996,86069.41086891457,451395.8276233985,4.264782403592369,22.59087781686875,1.5232786285959854,Humid Continental
-91.79131062817933,44.20650649734085,73,6262,1084,13228,4188,46321.9732590863,206287.2842472556,5.920266954667059,6.75864043395548,1.1984405352265535,Cold Continental
-96.66547951099318,46.95909885308552,42,5230,647,10832,434,82319.52738718409,521891.68161898653,8.558383169831394,20.328529032235156,1.5240931987709412,Humid Continental
-96.6382658301355,45.144331324123236,45,5599,2872,10336,5420,95469.56531850698,501233.19432160194,2.147371121262216,2.1519086993625103,1.9874540975919261,Humid Continental
-89.60421128769083,46.82506801509476,66,2025,1531,3300,1128,34001.48614568898,245240.94981045317,8.201857129152213,15.039199670700542,1.7592443185888929,Cold Continental
-94.38068779310225,47.40852233011118,64,7874,975,13654,3807,102921.70346602533,425553.3341225653,8.767081414605043,12.1926069468235,1.2060616394491812,Humid Continental
-94.40899125287825,48.47845082224321,18,1989,717,14235,722,32360.324411616475,353682.66944681207,2.356187383007504,13.693495979394099,1.0820494894749462,Humid Continental
-90.96016337539147,44.73852763056362,6,3567,2561,8833,3723,58477.682599071544,245318.6789196479,8.664348873737971,23.162509526920193,1.171291951795561,Humid Continental
-89.9114610964059,43.56597497195088,74,7933,1465,5910,4726,31265.055698636967,544719.9580779055,9.923082110585128,21.795749656446652,1.0376628819499571,Humid Continental
-89.6091917021816,44.321313780412844,21,4706,1343,1955,5088,36171.61348316655,101609.17909020153,7.541549479434138,19.64858306526995,0.9338969744332024,Cold Continental
-91.42365015498025,48.90011185108863,32,561,1002,7392,1829,102893.46281440633,206217.17408579186,8.062927136424893,6.915091596191437,1.386790644218877,Cold Continental
-94.36517523285886,48.74334046537509,70,1742,262,14663,4828,58388.866459691824,329234.0681111292,9.949737408029861,22.804283854283682,0.9586194461575748,Cold Continental
-96.64869440975038,47.08447861302185,39,705,2074,14635,5971,63981.72243400423,330098.3816001394,6.449331254733508,2.5279415423504936,1.0406775808179463,Cold Continental
-91.23825405576599,47.10310116260192,9,2490,369,6308,1516,47227.55051060421,360909.2144749595,3.770977438146245,21.347897492313816,1.5662545580752807,Cold Continental
-92.94444685206072,47.49022004727753,69,4737,731,7296,3057,77767.66161493759,435771.03913054283,8.5377775066845,8.271185801604833,1.0304389831794047,Humid Continental
-93.99106832787358,44.552227671740695,44,5735,1005,5296,5208,77584.25717422317,376799.80203887634,6.530371997604681,1.438930560383386,0.889431674403264,Humid Continental
-90.23043579626106,48.98647167554976,60,7568,2114,5593,1324,59776.03134601754,366129.471842897,6.230758813488609,16.766988907594634,1.2443443900390394,Cold Continental
-96.43265963801201,46.012623149352436,40,543,1741,10788,5821,56642.789744431866,114616.65293999991,3.2827199996263445,5.85887021506729,1.1084467380707546,Cold Continental
-93.4575241865313,45.798831169496985,49,4885,304,1825,5623,100797.14465444702,263203.9323830772,7.80700842624598,6.164921034029335,1.5214272631921275,Cold Continental
-97.21144157081413,46.61350623169702,27,4407,681,5476,2787,60662.73917137611,196745.64026253176,1.7350054827408663,7.720574439096409,0.9433139184164931,Humid Continental
-93.64444699244581,43.78179580065033,51,7706,1679,9905,1223,69480.07937235266,212070.2513369087,9.318583637151951,1.6857507108126664,1.8524791027561696,Cold Continental
-96.86083444968166,44.49770021253648,35,860,940,1659,5872,52664.38099399445,344995.23819655867,3.9324111469343626,4.510465890536525,2.068726927209194,Humid Continental
-96.37322025310904,47.928201698558226,15,4437,1936,5150,1578,92941.56026857019,181772.4448676199,2.149971875109914,0.22797672688045154,1.8408092435386723,Humid Continental
-96.38329527513858,43.99679200755076,14,3025,1351,13191,3574,61795.85255192733,225216.58646777287,4.981298797921769,11.190697075534091,1.5459578523619522,Humid Continental
-92.2361596434947,47.11891265679833,71,893,1819,5487,1719,71088.88372354597,199058.96591797646,1.3822291833087985,2.197958897707485,2.004934950504439,Humid Continental
-91.4808499417297,44.972094658087926,18,5848,1742,5197,5977,50268.573604772915,526311.3538803696,7.161635748384697,17.098049865600554,1.7728857316941107,Cold Continental
-92.74972363224215,45.83577368425186,78,2126,2743,14618,426,109012.76738730015,524546.2367987038,9.124349594008205,5.967008994672044,0.8147715714302658,Humid Continental
-89.79505412189857,45.2321624206242,14,3529,2397,840,5555,53319.65927389783,370573.1169541838,8.535367064246579,23.59499618647591,1.3517262138843045,Humid Continental
-94.37600947971511,45.634036298789695,5,3587,974,4328,5168,91659.40247244414,515280.335616674,2.14632526103093,21.79416552222645,1.9913326591695202,Cold Continental
-95.07144572700149,47.81427543110547,9,4373,1564,2468,1091,64199.65202854073,451473.81691545167,2.1364402339695867,7.307078284708385,1.284202401165377,Humid Continental
-90.52492680012222,45.28273029373905,24,6089,2343,1203,5774,46497.39240673119,361376.026088832,8.320910340918378,19.602064820951302,0.849301242935733,Humid Continental
-95.55595245954827,46.898427841781384,12,7929,789,13105,4272,93977.50111718889,92960.19728852603,9.318288471428044,20.100798126153677,1.8446514939731813,Humid Continental
-89.78686419236323,46.3563024131946,47,433,2110,5982,5332,56688.543122323455,445357.4915965259,5.146028468501402,24.66542154144882,1.9228535783960161,Cold Continental
-97.20519509741943,47.48202699217589,5,3438,2786,11121,2457,99215.46779182488,413144.6371306957,5.490740052223893,14.986215672457554,1.024831173060632,Humid Continental
-89.73494515168042,49.120978435948544,61,4219,1522,6876,2988,103220.57479342584,373016.68050991045,3.864358372471533,2.1409467926271883,1.5522766955804537,Humid Continental
-96.9633526867855,47.8954325832615,68,7474,2101,2300,596,98785.90683130207,439795.183373937,9.048386064307726,16.206247000266888,1.0687376145940162,Cold Continental
-90.34908371315504,44.789642271544544,32,5343,771,5963,5419,32800.63318454445,325944.1957963922,6.804126147631203,15.661995734563275,1.8069281866618057,Cold Continental
-93.18393134912687,43.68709881036771,41,7993,1271,14360,2278,92989.86760040844,413878.304807816,3.5942641945063163,15.99492937776875,1.18017063724848,Humid Continental
-89.55487459026946,45.07358426579895,51,372,1595,5412,4944,62907.15731993151,520179.15989418695,3.6890458394882644,7.747926637794866,1.2427011715886622,Humid Continental
-96.7243867950639,47.07046758420153,41,4794,1043,5148,4624,99897.833614578,262870.30728919967,9.020800657572421,21.50602166850029,1.982959195096142,Cold Continental
-92.97993658166969,43.808554880905504,53,5824,2346,1355,3437,81036.3410147791,415736.0440542877,1.1227062151523932,23.990857355589757,1.4668512930896662,Humid Continental
-89.73944022217103,46.47819748320742,48,7021,1549,10504,5778,96691.45073151667,308816.396285041,3.9045391545397456,5.521041573155973,1.737656231705547,Cold Continental
-93.21983681547283,47.081057093501336,60,7302,2639,3366,4093,69954.54158934683,400223.83983443154,5.989210130947321,2.2949887376024467,1.3633222710114548,Humid Continental
-92.39069062254495,45.50546334490176,32,4525,995,12334,5247,72802.04036791463,440930.9343550075,2.333957158893922,4.943922325895253,1.2172096000712576,Cold Continental
-91.87316022591999,48.12547322247493,10,3278,2289,682,2205,41551.01057069338,110908.15020046615,1.8288887877963083,20.5317482674674,1.675669284594526,Humid Continental
-93.75457969481137,44.13958951880263,65,7933,1436,3612,2216,92718.98869514844,387436.20421638445,8.33748697981504,16.948451407014204,1.0168006037103499,Cold Continental
-92.4050469753443,43.95082669041485,24,7673,264,6170,3371,63551.16893335773,194300.9448271945,9.049639497836566,15.937578824244252,1.3221997697936083,Cold Continental
-92.74234836699982,47.86913253722162,6,6207,2461,4992,2868,70006.40946172661,398214.9673914807,8.412457787183705,10.104649064224668,1.0926518523402913,Cold Continental
-90.27096751817028,46.47294789723719,77,6397,2168,6323,2078,92807.8171276566,305431.8855295542,9.08909100763613,14.487916490634749,1.7741129537170437,Cold Continental
-96.94551823333663,47.630414378566414,41,4661,1205,2017,1396,77907.63200635512,445834.2612578481,5.978007739525344,7.766065719331748,2.1218923736845507,Cold Continental
-95.1084871211806,46.10896403162248,24,5956,1853,5502,1972,46087.89819541339,146764.37499457435,8.310323088913076,11.982281977507235,2.193715355222213,Humid Continental
-89.88679042420284,44.97841219943464,30,2285,2452,1856,361,77218.61273207143,378108.28176184976,4.456383745519904,19.847269406429334,1.430387534618227,Humid Continental
-90.35594248565086,48.4146139060452,33,1092,2038,10866,4176,62610.628638372466,218096.53530667408,6.996410753311347,24.53291577664101,1.1535425454910224,Cold Continental
-93.74587732827143,48.296495273813875,5,6696,470,4129,1951,67562.04336350902,482371.7178520721,9.89951978250248,23.318974197386066,1.4199611185380538,Humid Continental
-92.46296573714801,47.66817882512656,39,7265,1980,4128,975,32264.901952213422,517056.41259270144,3.0315495145521467,23.353261976871597,1.9861771739478136,Humid Continental
-95.13642677274716,45.132870823379776,74,5708,952,12788,5347,46802.34796130253,548343.2150923655,4.509097716619726,10.115370997693097,1.0884079499728558,Humid Continental
-95.83265495415466,47.041384001214524,63,4559,483,11931,1139,52483.046510482265,456163.40511655033,5.32042639579077,11.772868024619093,2.132933912314093,Humid Continental
-93.68315244146814,45.66584338164016,73,394,2031,12383,3420,87036.80062870446,436717.6723968821,2.2421393831804655,17.67032136958764,1.2786120763174114,Humid Continental
-94.54385262139678,44.049492439959806,37,6201,2592,8710,739,30919.397863849226,189130.34907907346,1.729347494185511,23.062579008476977,2.180125123230427,Humid Continental
-92.74748232756319,49.003881452773456,55,7276,524,12095,5117,62702.18089833057,244563.24713545002,8.46750579689462,3.635657057866908,1.9740524425475472,Cold Continental
-96.69366983167312,44.32091178551377,16,1433,2308,13371,1661,103922.14963405863,304213.96921064856,9.791149355448276,7.675622409297174,1.9319987478063465,Humid Continental
-89.6997205002039,49.20142412292481,24,6779,728,13243,5384,38950.449323929904,445755.28197983484,4.642525574466928,3.567246430393327,1.2450665432825971,Humid Continental
-89.6075561930591,46.17603463774773,57,5217,994,11696,555,71313.95105748888,510884.2979358656,1.7888485257518796,15.339012395990435,0.8122880967271013,Humid Continental
